Feature,Importance
"cat__Lat Long_40.689243, -122.037023",6.854149035568355e-05
cat__City_White Water,6.848176042974449e-05
"cat__Lat Long_33.752524, -118.210737",6.843744790393738e-05
"cat__Lat Long_36.452211, -119.94575",6.841459583114386e-05
"cat__Lat Long_37.601248, -122.403099",6.829272041320637e-05
"cat__Lat Long_33.867593, -118.080637",6.826662273114363e-05
"cat__Lat Long_35.523991, -118.400432",6.821312387805845e-05
cat__City_Davenport,6.820242920670742e-05
cat__City_Glendora,6.817118660220685e-05
cat__City_Cutler,6.798513076417543e-05
cat__City_Big Pine,6.794655063728767e-05
"cat__Lat Long_32.980678, -116.262854",6.793237100563805e-05
"cat__Lat Long_33.949255, -118.246978",6.790597671926734e-05
"cat__Lat Long_33.940884, -118.128628",6.789182731001427e-05
"cat__Lat Long_37.479926, -120.230424",6.773551548104084e-05
cat__City_Homewood,6.744639693056917e-05
"cat__Lat Long_34.196837, -118.142236",6.743436670771399e-05
"cat__Lat Long_32.64164, -116.985026",6.742638066536199e-05
"cat__Lat Long_41.729079, -120.225025",6.739108126292042e-05
cat__City_Frazier Park,6.728460652287178e-05
cat__City_South El Monte,6.727432516782877e-05
"cat__Lat Long_40.408796, -121.579609",6.725260588788674e-05
"cat__Lat Long_34.101608, -118.055848",6.720828354042558e-05
"cat__Lat Long_38.815515, -120.916997",6.715183734163506e-05
"cat__Lat Long_35.824572, -116.274755",6.679221920684784e-05
"cat__Lat Long_33.924143, -117.79387",6.675523857479803e-05
cat__City_Coachella,6.67220709268047e-05
"cat__Lat Long_33.964131, -118.272783",6.642750327637785e-05
"cat__Lat Long_34.04622, -118.053753",6.642726439198856e-05
"cat__Lat Long_38.208336, -120.339938",6.641716677459383e-05
"cat__Lat Long_38.625096, -121.383658",6.634334437116723e-05
cat__City_Valyermo,6.626964541465968e-05
cat__City_Loyalton,6.619409221738725e-05
"cat__Lat Long_34.146957, -118.432138",6.605612168392431e-05
"cat__Lat Long_33.976753, -117.897367",6.591887149159356e-05
"cat__Lat Long_36.993666, -119.348267",6.588306741712327e-05
"cat__Lat Long_33.839989, -116.659215",6.580439615161292e-05
"cat__Lat Long_38.052209, -122.775567",6.57608201067443e-05
"cat__Lat Long_32.72523, -117.171346",6.575752644123219e-05
"cat__Lat Long_32.827184, -116.703729",6.575019511183385e-05
"cat__Lat Long_38.375325, -121.507935",6.563096757689727e-05
cat__City_Beale Afb,6.551312908452206e-05
cat__City_Coronado,6.543638464502343e-05
cat__City_Big Bend,6.53542408669417e-05
"cat__Lat Long_34.502432, -118.41459",6.53054531775418e-05
cat__City_Fulton,6.499258526406821e-05
"cat__Lat Long_34.273872, -114.192901",6.493310965924936e-05
"cat__Lat Long_38.921333, -120.897718",6.491856994414143e-05
cat__City_San Pedro,6.489263229938147e-05
"cat__Lat Long_33.766004, -117.786763",6.48728438972617e-05
"cat__Lat Long_34.165383, -118.123752",6.46829890917086e-05
"cat__Lat Long_36.205465, -119.085807",6.465946361248345e-05
cat__City_Lewiston,6.463790167441363e-05
"cat__Lat Long_33.86532, -118.396336",6.46219633121877e-05
"cat__Lat Long_32.67117, -117.00232",6.459531855448571e-05
"cat__Lat Long_38.689174, -121.218435",6.451539486289493e-05
"cat__Lat Long_33.874224, -117.993368",6.450009757151782e-05
cat__City_San Pablo,6.442485027790008e-05
"cat__Lat Long_40.022184, -121.062384",6.415447571286757e-05
cat__City_Pinole,6.402985600758959e-05
cat__City_Hood,6.399916257468566e-05
"cat__Lat Long_36.768774, -119.762633",6.395378237449282e-05
cat__City_Merced,6.395195517363501e-05
cat__City_Parker Dam,6.393413477290748e-05
"cat__Lat Long_40.740138, -122.587476",6.392730861658929e-05
cat__City_Salinas,6.391078835608867e-05
"cat__Lat Long_38.147852, -120.440124",6.38505341906932e-05
"cat__Lat Long_34.202494, -118.448048",6.369578101629003e-05
"cat__Lat Long_38.348884, -122.51699",6.367622840807097e-05
"cat__Lat Long_37.80707, -122.297401",6.361110137127137e-05
cat__City_Homeland,6.36095150812465e-05
cat__City_Bolinas,6.344152574153888e-05
cat__City_Penngrove,6.331007092991026e-05
"cat__Lat Long_41.468877, -120.54229",6.329195493875775e-05
cat__City_Livermore,6.317455764616068e-05
"cat__Lat Long_34.294142, -118.603883",6.3128421876016e-05
cat__City_Fairfield,6.312543791875325e-05
"cat__Lat Long_38.731055, -123.316553",6.310397885125134e-05
cat__City_Pearblossom,6.309279212587895e-05
"cat__Lat Long_34.065108, -118.082791",6.308400155261036e-05
"cat__Lat Long_33.391181, -118.421305",6.303148496611828e-05
"cat__Lat Long_38.954144, -121.482536",6.29043773335827e-05
cat__City_Dobbins,6.281316970082033e-05
"cat__Lat Long_33.830431, -118.074071",6.274441668617295e-05
"cat__Lat Long_32.808814, -117.134694",6.266594026632504e-05
"cat__Lat Long_32.857946, -116.561917",6.261100941058612e-05
"cat__Lat Long_33.847755, -118.112532",6.235046996970761e-05
"cat__Lat Long_35.176236, -120.483243",6.23155635402888e-05
"cat__Lat Long_39.381174, -121.21191",6.230516930041148e-05
"cat__Lat Long_38.325599, -122.642352",6.224825069555911e-05
"cat__Lat Long_34.457829, -116.139589",6.213542353136482e-05
"cat__Lat Long_37.965695, -121.260051",6.212384103437292e-05
cat__City_Fontana,6.21097817928781e-05
cat__City_Woodland Hills,6.204295703882705e-05
cat__City_Novato,6.202546790228495e-05
cat__City_Riverdale,6.19995914291679e-05
cat__City_Mineral,6.194762216000123e-05
cat__City_Newcastle,6.191326392165707e-05
cat__City_Korbel,6.187716586480711e-05
cat__City_Los Osos,6.168797429071463e-05
cat__City_Valencia,6.167610069896347e-05
"cat__Lat Long_32.698964, -115.886656",6.157670412188978e-05
cat__City_West Point,6.134785333363214e-05
"cat__Lat Long_34.501452, -118.207862",6.134177115460502e-05
cat__City_Campbell,6.133143851826903e-05
"cat__Lat Long_34.195386, -118.238508",6.132341220312105e-05
cat__City_Angwin,6.126791970775754e-05
cat__City_Temple City,6.116090608604698e-05
cat__City_Palo Alto,6.114985137508208e-05
cat__City_Ridgecrest,6.111666704636342e-05
"cat__Lat Long_33.015866, -117.272254",6.107063141279946e-05
"cat__Lat Long_39.424957, -122.039307",6.106542552205085e-05
"cat__Lat Long_33.830099, -118.182239",6.104733059193791e-05
"cat__Lat Long_33.973616, -118.24902",6.101325447914449e-05
"cat__Lat Long_33.991782, -118.479229",6.082963823426251e-05
cat__City_Casmalia,6.0718442880326234e-05
"cat__Lat Long_34.14649, -117.849815",6.069257861223473e-05
cat__City_Meridian,6.06383840162659e-05
"cat__Lat Long_33.794209, -118.317354",6.0592537807009706e-05
"cat__Lat Long_37.827946, -122.107185",6.054812581262473e-05
"cat__Lat Long_38.602723, -121.279913",6.05233015730885e-05
cat__City_Manhattan Beach,6.0475536635265555e-05
"cat__Lat Long_37.114335, -122.237162",6.039821644433593e-05
cat__City_South Lake Tahoe,6.037461985287603e-05
"cat__Lat Long_34.39583, -117.734568",6.036895514300686e-05
"cat__Lat Long_38.049457, -121.21653",6.034742875930651e-05
cat__City_Hayfork,6.031396730551073e-05
"cat__Lat Long_35.869626, -119.498771",6.030577135605912e-05
cat__City_Lynwood,6.027719965493377e-05
"cat__Lat Long_37.277592, -121.986477",6.0152299932513724e-05
cat__City_Hat Creek,6.015064319837933e-05
cat__City_Rio Oso,6.0026432332282886e-05
"cat__Lat Long_37.801776, -122.402293",5.9917276232885574e-05
cat__City_Julian,5.9817628846526514e-05
cat__City_Apple Valley,5.975836258060693e-05
cat__City_Covina,5.9593211081286215e-05
"cat__Lat Long_37.828416, -122.216005",5.959255522539602e-05
cat__City_Thermal,5.946733900746915e-05
cat__City_Summerland,5.946689287919832e-05
"cat__Lat Long_34.250069, -117.393949",5.946641178992674e-05
"cat__Lat Long_41.701223, -124.003393",5.941731456805329e-05
"cat__Lat Long_38.014457, -122.115432",5.934878555112176e-05
"cat__Lat Long_33.753146, -118.367459",5.921612247849361e-05
cat__City_Solvang,5.9163072207894147e-05
"cat__Lat Long_38.687367, -121.34848",5.911023761347836e-05
cat__City_Rescue,5.9095225512434765e-05
"cat__Lat Long_39.681488, -121.83721",5.908905319067042e-05
cat__City_Lotus,5.907515412582754e-05
"cat__Lat Long_33.540604, -117.10909",5.904896484076241e-05
"cat__Lat Long_38.41935, -120.469545",5.903505226830231e-05
"cat__Lat Long_37.639029, -120.964772",5.8995065851992215e-05
"cat__Lat Long_38.010092, -122.689442",5.889569513935436e-05
"cat__Lat Long_35.151491, -117.927597",5.882012129610243e-05
"cat__Lat Long_34.174215, -118.345928",5.87597215583892e-05
cat__City_Blocksburg,5.8732819674863024e-05
cat__City_Blue Lake,5.8709798816979466e-05
cat__City_Studio City,5.866585962557227e-05
"cat__Lat Long_33.876482, -118.284077",5.8450306393254997e-05
"cat__Lat Long_39.125311, -121.392283",5.83300993308786e-05
"cat__Lat Long_34.457005, -118.573726",5.829005544152584e-05
cat__City_Boulder Creek,5.82563283485102e-05
"cat__Lat Long_39.061227, -120.179546",5.820748306041177e-05
"cat__Lat Long_34.003553, -118.308933",5.820254280397971e-05
cat__City_Gonzales,5.819390023786835e-05
"cat__Lat Long_33.879983, -117.895482",5.811094725449185e-05
cat__City_Pinecrest,5.8029577718316934e-05
cat__City_Comptche,5.7950636560257175e-05
"cat__Lat Long_33.912246, -118.236773",5.792054102544461e-05
cat__City_Santa Ynez,5.7873386881782205e-05
"cat__Lat Long_33.889632, -118.39737",5.77973367701284e-05
cat__City_Newhall,5.779097300087971e-05
cat__City_Grass Valley,5.7785527249919705e-05
"cat__Lat Long_34.402343, -119.094824",5.7749071381290146e-05
"cat__Lat Long_41.816595, -122.948287",5.7706476700060345e-05
cat__City_Pleasant Grove,5.759498845610151e-05
"cat__Lat Long_38.691607, -121.602284",5.7585593692318795e-05
"cat__Lat Long_32.707892, -117.05512",5.756267244041598e-05
cat__City_South Dos Palos,5.750805948050663e-05
cat__City_Fawnskin,5.7457833898259285e-05
cat__City_Alderpoint,5.731197803955177e-05
"cat__Lat Long_38.493888, -122.777141",5.731085508226789e-05
"cat__Lat Long_34.536232, -118.082935",5.729913105287586e-05
cat__City_Green Valley Lake,5.706333839749627e-05
cat__City_Thousand Palms,5.7023447120032296e-05
"cat__Lat Long_33.787796, -117.875928",5.7008110829913864e-05
"cat__Lat Long_38.833554, -121.498102",5.691828192518516e-05
"cat__Lat Long_37.245505, -118.062943",5.6583502000847185e-05
"cat__Lat Long_35.097323, -118.171288",5.656608538115154e-05
cat__City_Pine Valley,5.652427688806758e-05
cat__City_Rosemead,5.6486054531101505e-05
"cat__Lat Long_34.420998, -119.60137",5.638446304639126e-05
"cat__Lat Long_41.486953, -120.913975",5.633028271502109e-05
cat__City_Strawberry Valley,5.617303211957884e-05
cat__City_Mountain Ranch,5.610074160505448e-05
cat__City_Flournoy,5.593474603139177e-05
"cat__Lat Long_37.818543, -121.006907",5.58771095654323e-05
"cat__Lat Long_37.691561, -122.445202",5.579600208060761e-05
cat__City_Boron,5.573969920878462e-05
cat__City_Murphys,5.5734538783010975e-05
"cat__Lat Long_37.28682, -121.723877",5.572806855029283e-05
"cat__Lat Long_33.482243, -116.827173",5.560983932589984e-05
cat__City_Santa Paula,5.560540392094173e-05
"cat__Lat Long_41.405193, -123.008567",5.5589125022550424e-05
"cat__Lat Long_34.072945, -118.37267",5.551365502915278e-05
"cat__Lat Long_39.637471, -120.226338",5.539847813793741e-05
"cat__Lat Long_33.783047, -118.1486",5.538532795085176e-05
cat__City_Shingle Springs,5.536561973459442e-05
cat__City_Eldridge,5.528179986512841e-05
cat__City_Oak Run,5.526094718569725e-05
cat__City_North Highlands,5.5189848861648144e-05
cat__City_Ducor,5.510925735216008e-05
"cat__Lat Long_40.936285, -121.572692",5.51032768961929e-05
"cat__Lat Long_33.946982, -116.977672",5.5070559616171965e-05
"cat__Lat Long_38.71967, -121.862416",5.505753335291247e-05
cat__City_Lemon Cove,5.5022819739481125e-05
"cat__Lat Long_40.210895, -123.86",5.4964474171088655e-05
cat__City_Crows Landing,5.482392427545764e-05
cat__City_Planada,5.481258861580946e-05
"cat__Lat Long_37.878554, -122.26609",5.4663882597683606e-05
"cat__Lat Long_33.823943, -118.111335",5.46049236295893e-05
"cat__Lat Long_36.600193, -120.153393",5.446047271578771e-05
"cat__Lat Long_38.736685, -121.251984",5.4319262873045074e-05
"cat__Lat Long_33.844983, -117.952151",5.427204523090516e-05
"cat__Lat Long_34.089953, -118.294824",5.427127369654229e-05
"cat__Lat Long_38.184914, -120.364085",5.4239853945633905e-05
cat__City_Cabazon,5.409397027054772e-05
cat__City_Pico Rivera,5.409110505020881e-05
cat__City_Rowland Heights,5.4063885013751764e-05
cat__City_Del Mar,5.399037780857505e-05
"cat__Lat Long_37.7795, -122.419233",5.390088039590576e-05
"cat__Lat Long_36.594542, -119.905245",5.3898229342086356e-05
"cat__Lat Long_37.980269, -122.342635",5.380133920420506e-05
cat__City_Termo,5.372406086537034e-05
cat__City_Escondido,5.370473332998593e-05
"cat__Lat Long_33.666301, -117.969501",5.3622137240694296e-05
"cat__Lat Long_37.713926, -121.928425",5.3557632559189194e-05
"cat__Lat Long_39.346898, -121.759537",5.337338139574077e-05
"cat__Lat Long_37.716186, -121.025836",5.329692145595924e-05
"cat__Lat Long_33.680302, -117.833296",5.3213954759275255e-05
cat__City_Big Sur,5.312686405238967e-05
cat__City_Calistoga,5.293371250503316e-05
"cat__Lat Long_39.239818, -123.565432",5.283578004947527e-05
"cat__Lat Long_34.274846, -116.937581",5.2724522290748166e-05
"cat__Lat Long_37.897743, -122.263124",5.2715131566975114e-05
"cat__Lat Long_34.213049, -118.317651",5.261409981390363e-05
"cat__Lat Long_36.636638, -119.421842",5.2559111432276515e-05
cat__City_Reseda,5.255569706804938e-05
"cat__Lat Long_34.015217, -118.109962",5.2537860437038116e-05
"cat__Lat Long_34.150354, -118.518292",5.248189237089097e-05
cat__City_Badger,5.245259905536271e-05
cat__City_Princeton,5.242257061463822e-05
"cat__Lat Long_38.475465, -121.443625",5.241160205836048e-05
cat__City_Challenge,5.21577822356598e-05
cat__City_Chowchilla,5.215181439668588e-05
cat__City_Venice,5.213042396831357e-05
"cat__Lat Long_38.200231, -121.235034",5.209127673065177e-05
cat__City_Mather,5.209059955506311e-05
cat__City_Palo Verde,5.2043814769628715e-05
"cat__Lat Long_40.89866, -123.539754",5.19761059059956e-05
"cat__Lat Long_33.679659, -118.016195",5.191073227023999e-05
cat__City_Midpines,5.186854412449202e-05
cat__City_Chatsworth,5.177762728967414e-05
"cat__Lat Long_32.782501, -117.01611",5.177622083533699e-05
"cat__Lat Long_32.607964, -117.059459",5.1737200830086945e-05
cat__City_Williams,5.1734427671793734e-05
"cat__Lat Long_38.629618, -122.593216",5.1623886968970354e-05
cat__City_Winchester,5.1470530582339e-05
"cat__Lat Long_34.074492, -118.01462",5.146894834022255e-05
"cat__Lat Long_37.902968, -119.667544",5.137334640564229e-05
"cat__Lat Long_37.371862, -121.860349",5.136235075696371e-05
"cat__Lat Long_38.093701, -122.276589",5.126285044973828e-05
"cat__Lat Long_32.730583, -115.501083",5.088232439005812e-05
"cat__Lat Long_35.215731, -119.57013",5.087626583350009e-05
cat__City_Posey,5.08580353578994e-05
cat__City_Half Moon Bay,5.079932465791498e-05
"cat__Lat Long_33.054579, -117.25665",5.079919275688811e-05
cat__City_Montebello,5.078231174448009e-05
"cat__Lat Long_37.393554, -121.965114",5.075650840135491e-05
"cat__Lat Long_34.174493, -117.87068",5.073418929884273e-05
"cat__Lat Long_34.200175, -118.540958",5.058488508055421e-05
cat__City_Gasquet,5.054904240845998e-05
"cat__Lat Long_34.137319, -118.029837",5.053999728178201e-05
cat__City_Portola Valley,5.053374184832855e-05
"cat__Lat Long_41.962127, -122.527696",5.045812902504309e-05
"cat__Lat Long_34.460197, -119.802602",5.028505376721506e-05
cat__City_Santa Clarita,5.025635309734754e-05
cat__City_Arcadia,5.019385714286375e-05
"cat__Lat Long_34.064073, -117.166158",5.015114469691056e-05
"cat__Lat Long_39.099204, -121.137962",5.0147030284211295e-05
cat__City_Mill Valley,5.0104380383888016e-05
cat__City_Tehachapi,4.9975631778321256e-05
cat__City_Marina,4.9947189978167564e-05
"cat__Lat Long_33.713891, -116.237257",4.9900749058371374e-05
cat__City_Trabuco Canyon,4.988005723586442e-05
"cat__Lat Long_37.581496, -119.972762",4.9873867273181746e-05
"cat__Lat Long_37.687264, -122.15728",4.979465657145229e-05
cat__City_Campo,4.9791519587320534e-05
cat__City_Reedley,4.971732990957569e-05
cat__City_Quincy,4.963373658394465e-05
"cat__Lat Long_36.248708, -121.386617",4.9611937055041054e-05
cat__City_Woody,4.9538191004534027e-05
cat__City_Trinidad,4.9467811545427e-05
cat__City_Travis Afb,4.9425850683959115e-05
"cat__Lat Long_38.049292, -122.228415",4.931894573428901e-05
"cat__Lat Long_34.983808, -117.239306",4.922908580006748e-05
"cat__Lat Long_37.624436, -122.430661",4.9216787467862176e-05
"cat__Lat Long_39.732767, -122.042298",4.910166727945948e-05
"cat__Lat Long_39.432127, -121.099287",4.901514518111184e-05
"cat__Lat Long_38.109125, -120.078597",4.898094451161711e-05
"cat__Lat Long_33.680031, -116.171678",4.8958060724219084e-05
"cat__Lat Long_37.720498, -122.443119",4.895343253102932e-05
"cat__Lat Long_34.630356, -120.032564",4.891528159521187e-05
"cat__Lat Long_33.929704, -118.01208",4.8893194436079475e-05
cat__City_Grand Terrace,4.883215791721747e-05
"cat__Lat Long_36.625114, -121.823565",4.86954868653032e-05
cat__City_Lindsay,4.866326796625837e-05
"cat__Lat Long_32.774046, -117.142454",4.863349609208972e-05
"cat__Lat Long_34.027337, -118.28515",4.859079552835148e-05
"cat__Lat Long_41.027281, -120.669427",4.844692087888736e-05
cat__City_Yuba City,4.842781286392675e-05
"cat__Lat Long_34.017697, -118.200577",4.842129171572561e-05
"cat__Lat Long_38.911577, -120.106169",4.8349646106953794e-05
"cat__Lat Long_38.027218, -122.23463",4.830745328930042e-05
cat__City_Northridge,4.827476748603302e-05
cat__City_Westlake Village,4.8173181143075096e-05
cat__City_Acton,4.814443120137677e-05
"cat__Lat Long_34.130992, -118.894673",4.8125659611236525e-05
cat__City_Mecca,4.8018317392399004e-05
"cat__Lat Long_34.956577, -119.750142",4.788284079887084e-05
"cat__Lat Long_38.445939, -121.496855",4.779028963124341e-05
cat__City_Freedom,4.7639216335522984e-05
"cat__Lat Long_38.805481, -120.13287",4.763740593364999e-05
"cat__Lat Long_37.571748, -121.659562",4.752527416678221e-05
"cat__Lat Long_34.419203, -119.710008",4.748006251237814e-05
cat__City_Sun Valley,4.7436003497799867e-05
"cat__Lat Long_33.873395, -118.37019",4.736185350092015e-05
"cat__Lat Long_32.827238, -117.089287",4.7360386968192245e-05
"cat__Lat Long_32.886925, -117.152162",4.734134938417717e-05
"cat__Lat Long_39.578792, -120.780786",4.732044099352277e-05
cat__City_Wasco,4.729338146993754e-05
"cat__Lat Long_34.065875, -118.238728",4.723343454303236e-05
"cat__Lat Long_37.996462, -122.293716",4.7224734231290886e-05
"cat__Lat Long_33.762351, -117.488725",4.721514870969436e-05
cat__City_Darwin,4.7204803084751705e-05
"cat__Lat Long_32.741499, -117.127409",4.716910752981353e-05
"cat__Lat Long_34.1692, -118.372498",4.713478244963496e-05
"cat__Lat Long_33.570023, -117.773669",4.711662451893605e-05
cat__City_Laguna Beach,4.7058333744312076e-05
"cat__Lat Long_32.787836, -117.232376",4.705706068958846e-05
cat__City_Brawley,4.679782189840764e-05
"cat__Lat Long_36.936228, -121.785559",4.676059425531013e-05
"cat__Lat Long_38.550722, -121.457314",4.670594638870776e-05
"cat__Lat Long_37.294926, -121.894763",4.669513068966402e-05
"cat__Lat Long_35.165668, -120.655842",4.661308735982435e-05
cat__City_Adin,4.661267752432432e-05
cat__City_Bonita,4.6550058975227554e-05
cat__City_Buena Park,4.649603084739905e-05
"cat__Lat Long_32.71346, -117.236378",4.6459236344550515e-05
cat__City_Sutter Creek,4.6418430390792506e-05
"cat__Lat Long_35.652242, -119.4464",4.640174855666938e-05
"cat__Lat Long_34.281911, -118.556218",4.639176091197514e-05
cat__City_Upper Lake,4.636907351258707e-05
cat__City_Hawaiian Gardens,4.6272050139486537e-05
"cat__Lat Long_33.03933, -115.191857",4.619011214635352e-05
"cat__Lat Long_36.319181, -117.593053",4.6173709324398744e-05
cat__City_Delano,4.595696180576873e-05
"cat__Lat Long_36.296851, -117.865469",4.593526849915621e-05
"cat__Lat Long_35.710244, -118.881679",4.5898536735851395e-05
"cat__Lat Long_33.782346, -117.635263",4.586794926606979e-05
"cat__Lat Long_34.102084, -118.451629",4.585553575076985e-05
"cat__Lat Long_34.943523, -120.256729",4.5809317603640586e-05
"cat__Lat Long_34.199787, -118.68493",4.5663445993754955e-05
"cat__Lat Long_36.785618, -120.625382",4.553109423920307e-05
"cat__Lat Long_32.785165, -116.862648",4.547810527787663e-05
"cat__Lat Long_34.445239, -117.894868",4.542982073856039e-05
"cat__Lat Long_34.030578, -118.399613",4.533526623833278e-05
"cat__Lat Long_33.807882, -118.347957",4.5208966184735874e-05
"cat__Lat Long_33.044541, -116.833922",4.513645677788529e-05
"cat__Lat Long_40.184094, -123.745487",4.498014242120217e-05
"cat__Lat Long_34.003243, -117.138286",4.496258639683213e-05
"cat__Lat Long_35.939068, -119.043666",4.490096905089478e-05
cat__City_Meadow Valley,4.4762024230118965e-05
"cat__Lat Long_33.885811, -118.206459",4.4751773551547184e-05
"cat__Lat Long_33.990646, -117.663025",4.474863036362348e-05
"cat__Lat Long_41.096569, -121.879082",4.46866810569765e-05
"cat__Lat Long_33.569186, -117.640055",4.468367124850392e-05
"cat__Lat Long_38.274451, -121.259201",4.466013303896397e-05
"cat__Lat Long_32.852947, -114.850784",4.464379001476704e-05
"cat__Lat Long_35.349241, -116.770281",4.4610811968455845e-05
"cat__Lat Long_39.971228, -121.041166",4.459209198158006e-05
cat__City_Happy Camp,4.4580735031907224e-05
cat__City_Dunsmuir,4.446371042444854e-05
"cat__Lat Long_37.449537, -121.994813",4.445325932095643e-05
cat__City_Capistrano Beach,4.443986205048569e-05
"cat__Lat Long_39.492046, -123.375818",4.439694992010553e-05
"cat__Lat Long_33.833181, -118.292062",4.437057029228527e-05
"cat__Lat Long_35.280113, -118.962329",4.4174086696432904e-05
"cat__Lat Long_33.833699, -118.314387",4.4169938197589926e-05
cat__City_Castro Valley,4.412780389163192e-05
"cat__Lat Long_37.388349, -122.075299",4.407846124403386e-05
cat__City_Olema,4.377690473052537e-05
"cat__Lat Long_35.363339, -117.637641",4.3739909659175164e-05
cat__City_Marina Del Rey,4.3736978762604096e-05
cat__City_Corcoran,4.372325210693917e-05
"cat__Lat Long_37.350284, -121.852855",4.363571802297582e-05
"cat__Lat Long_33.828779, -117.848299",4.351914206388567e-05
"cat__Lat Long_35.391733, -118.984109",4.351500564103704e-05
"cat__Lat Long_36.654614, -119.903674",4.350659740591438e-05
cat__City_Aptos,4.3495723583107775e-05
"cat__Lat Long_34.209532, -118.577563",4.347416475185022e-05
cat__City_Winterhaven,4.343992662568424e-05
"cat__Lat Long_34.142747, -117.300864",4.3373258223663826e-05
cat__City_Miranda,4.3306969527444556e-05
cat__City_Fair Oaks,4.328701048192199e-05
"cat__Lat Long_37.721052, -122.413573",4.32684746266115e-05
"cat__Lat Long_36.52588, -121.396719",4.3223890218360585e-05
cat__City_Klamath River,4.321496058946418e-05
"cat__Lat Long_40.309088, -123.668201",4.319593339261588e-05
cat__City_Gridley,4.317498812209208e-05
"cat__Lat Long_33.822295, -118.26411",4.3147908890703624e-05
"cat__Lat Long_37.848641, -122.515692",4.306476245162073e-05
cat__City_Long Barn,4.305282095149648e-05
cat__City_Maricopa,4.2929495981297105e-05
cat__City_Corona Del Mar,4.289195969027803e-05
"cat__Lat Long_38.232389, -122.324944",4.281918768221202e-05
"cat__Lat Long_37.739113, -122.175602",4.276497018646259e-05
"cat__Lat Long_34.02381, -118.156582",4.267085192206971e-05
"cat__Lat Long_33.345825, -115.596574",4.262152696723483e-05
cat__City_Hughson,4.259545543904619e-05
cat__City_San Marcos,4.257624650366614e-05
cat__City_San Fernando,4.25360576390348e-05
"cat__Lat Long_33.148116, -117.306043",4.2524874462854316e-05
cat__City_Glenhaven,4.24869528312854e-05
cat__City_Nicasio,4.248170717601383e-05
cat__City_Camarillo,4.247810566002564e-05
cat__City_Tahoe City,4.2472842004950155e-05
"cat__Lat Long_35.342891, -119.064803",4.246406842247161e-05
cat__City_Live Oak,4.245929961700425e-05
cat__City_Camino,4.244455127477877e-05
"cat__Lat Long_35.279984, -120.824288",4.2337748285122516e-05
"cat__Lat Long_38.671295, -121.388251",4.222568216563256e-05
cat__City_Landers,4.218444975132662e-05
"cat__Lat Long_32.830852, -116.444601",4.2169813408758164e-05
cat__City_Lucerne,4.214128124538469e-05
cat__City_Firebaugh,4.209477965709808e-05
"cat__Lat Long_40.372532, -123.525626",4.2057775440109125e-05
"cat__Lat Long_34.059281, -118.30742",4.203255494405278e-05
"cat__Lat Long_40.617614, -122.512861",4.189350431794334e-05
cat__City_San Lucas,4.187689967832263e-05
cat__City_Olancha,4.1855456064949814e-05
"cat__Lat Long_33.119028, -117.166036",4.184937408778426e-05
"cat__Lat Long_33.21846, -117.116916",4.1844440097231486e-05
"cat__Lat Long_39.53222, -122.594879",4.182733606943365e-05
"cat__Lat Long_34.758699, -120.275839",4.180181078345319e-05
cat__City_Escalon,4.176629461668545e-05
"cat__Lat Long_37.441931, -121.878502",4.171949003396228e-05
"cat__Lat Long_33.832799, -116.250973",4.168350303179735e-05
"cat__Lat Long_39.258746, -121.77697",4.163914588452609e-05
cat__City_Moreno Valley,4.1636834924965515e-05
"cat__Lat Long_36.391777, -119.372842",4.157849823194105e-05
"cat__Lat Long_34.737031, -119.460557",4.148071612433905e-05
"cat__Lat Long_37.99272, -122.575026",4.1447034776215624e-05
"cat__Lat Long_34.167926, -118.267539",4.143984584921356e-05
"cat__Lat Long_34.130861, -118.68346",4.1434479628908296e-05
cat__City_Artesia,4.1362389669923466e-05
"cat__Lat Long_33.930931, -117.361788",4.134357431594897e-05
"cat__Lat Long_34.122671, -118.112911",4.128864302471296e-05
"cat__Lat Long_34.361387, -117.337509",4.126005519705253e-05
"cat__Lat Long_38.983388, -120.988814",4.1243109455654526e-05
"cat__Lat Long_32.747484, -117.166877",4.120611155320442e-05
"cat__Lat Long_37.238758, -121.828375",4.119101083081518e-05
cat__City_Walnut,4.1160770916469434e-05
"cat__Lat Long_36.917652, -119.593757",4.1135274307898334e-05
"cat__Lat Long_38.652065, -121.25441",4.112079109892931e-05
"cat__Lat Long_33.194742, -117.29032",4.111810803604429e-05
cat__City_Santa Fe Springs,4.1107993085006974e-05
"cat__Lat Long_37.027663, -119.69056",4.110592025137935e-05
cat__City_Alpine,4.1096657936204285e-05
cat__City_Granite Bay,4.1016279649046793e-05
cat__City_Phelan,4.099877464730603e-05
"cat__Lat Long_38.311609, -121.554034",4.093034960450048e-05
"cat__Lat Long_33.645672, -117.922613",4.089241183029556e-05
"cat__Lat Long_34.146635, -118.139225",4.0858841069069e-05
cat__City_Descanso,4.085649092179422e-05
"cat__Lat Long_34.049841, -118.33846",4.08258751154847e-05
"cat__Lat Long_37.722727, -122.02157",4.0813896060228936e-05
cat__City_Camptonville,4.0742785485906736e-05
cat__City_La Habra,4.0723329584191464e-05
cat__City_Calexico,4.072077381173125e-05
cat__City_Salida,4.069986802848581e-05
"cat__Lat Long_37.419725, -122.062947",4.068392102147155e-05
"cat__Lat Long_33.458754, -117.665104",4.0682425321798405e-05
cat__City_Gualala,4.061046724477763e-05
cat__City_Chino,4.060869191396372e-05
cat__City_Pescadero,4.059431981290289e-05
